model,scenario_id,framing_id,vignette_id,run_number,item_01_validation_concern,item_02_reassurance,item_03_personalised_listening,item_04_encourages_followup,item_05_structured_response,item_06_nonjudgmental_language,item_07_praising_help_seeking,item_08_medical_jargon,item_09_hurried_impression,item_10_psychosocial_info,item_11_biomedical_info,item_12_directive_language,item_13_collaborative_language,judge_model,reasoning_effort,temperature,finish_reason,prompt_tokens,completion_tokens,reasoning_content,status,error_message,timestamp
google/gemini-3.1-pro-preview,S02,E,S02_E,1,3,3,3,2,3,3,3,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,5041,185,,ok,,2026-06-20T19:18:27+00:00
google/gemini-3.1-pro-preview,S02,F,S02_F,1,3,3,3,1,3,3,3,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,5055,185,,ok,,2026-06-20T19:18:39+00:00
google/gemini-3.1-pro-preview,S03,A,S03_A,1,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5234,185,,ok,,2026-06-20T19:18:43+00:00
google/gemini-3.1-pro-preview,S03,B,S03_B,1,3,2,3,3,3,3,1,3,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5191,185,,ok,,2026-06-20T19:18:46+00:00
google/gemini-3.1-pro-preview,S03,C,S03_C,1,3,2,3,3,3,3,1,3,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5194,185,,ok,,2026-06-20T19:18:50+00:00
google/gemini-3.1-pro-preview,S03,D,S03_D,1,1,1,3,3,3,1,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5391,185,,ok,,2026-06-20T19:18:54+00:00
google/gemini-3.1-pro-preview,S03,E,S03_E,1,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5149,185,,ok,,2026-06-20T19:19:10+00:00
google/gemini-3.1-pro-preview,S03,F,S03_F,1,3,2,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5103,185,,ok,,2026-06-20T19:19:23+00:00
google/gemini-3.1-pro-preview,S04,A,S04_A,1,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5231,185,,ok,,2026-06-20T19:19:27+00:00
google/gemini-3.1-pro-preview,S04,B,S04_B,1,2,3,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4974,185,,ok,,2026-06-20T19:19:30+00:00
google/gemini-3.1-pro-preview,S04,C,S04_C,1,3,2,3,3,3,3,2,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5319,185,,ok,,2026-06-20T19:19:34+00:00
google/gemini-3.1-pro-preview,S04,D,S04_D,1,3,2,3,3,3,3,3,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5384,185,,ok,,2026-06-20T19:19:38+00:00
google/gemini-3.1-pro-preview,S04,E,S04_E,1,3,3,3,3,3,3,3,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5159,185,,ok,,2026-06-20T19:19:42+00:00
google/gemini-3.1-pro-preview,S04,F,S04_F,1,3,2,3,3,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5152,185,,ok,,2026-06-20T19:19:46+00:00
google/gemini-3.1-pro-preview,S05,A,S05_A,1,3,3,3,3,3,3,3,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5284,185,,ok,,2026-06-20T19:19:50+00:00
google/gemini-3.1-pro-preview,S05,B,S05_B,1,2,3,2,2,3,3,2,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,5137,185,,ok,,2026-06-20T19:19:54+00:00
google/gemini-3.1-pro-preview,S05,C,S05_C,1,3,3,3,3,3,3,2,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,5170,185,,ok,,2026-06-20T19:19:58+00:00
google/gemini-3.1-pro-preview,S05,D,S05_D,1,1,2,2,2,3,1,2,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5469,185,,ok,,2026-06-20T19:20:02+00:00
google/gemini-3.1-pro-preview,S05,E,S05_E,1,3,3,3,3,3,3,2,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4778,185,,ok,,2026-06-20T19:20:06+00:00
google/gemini-3.1-pro-preview,S05,F,S05_F,1,3,3,3,2,3,3,2,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4928,185,,ok,,2026-06-20T19:20:10+00:00
google/gemini-3.1-pro-preview,S06,A,S06_A,1,3,3,3,2,3,3,1,2,1,3,3,3,1,deepseek-v4-flash,medium,0.01,stop,5107,185,,ok,,2026-06-20T19:20:14+00:00
google/gemini-3.1-pro-preview,S06,B,S06_B,1,2,3,3,2,3,3,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4875,185,,ok,,2026-06-20T19:20:17+00:00
google/gemini-3.1-pro-preview,S06,C,S06_C,1,3,3,3,3,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,5318,185,,ok,,2026-06-20T19:20:21+00:00
google/gemini-3.1-pro-preview,S06,D,S06_D,1,1,2,3,3,3,3,3,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5594,185,,ok,,2026-06-20T19:20:25+00:00
google/gemini-3.1-pro-preview,S06,E,S06_E,1,3,3,3,3,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5068,185,,ok,,2026-06-20T19:20:29+00:00
google/gemini-3.1-pro-preview,S06,F,S06_F,1,2,3,3,2,3,3,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4995,185,,ok,,2026-06-20T19:20:33+00:00
google/gemini-3.1-pro-preview,S07,A,S07_A,1,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5196,185,,ok,,2026-06-20T19:20:37+00:00
google/gemini-3.1-pro-preview,S07,B,S07_B,1,2,3,3,2,3,3,3,3,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4914,185,,ok,,2026-06-20T19:20:41+00:00
google/gemini-3.1-pro-preview,S07,C,S07_C,1,3,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5185,185,,ok,,2026-06-20T19:20:45+00:00
google/gemini-3.1-pro-preview,S07,D,S07_D,1,2,3,3,3,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5275,185,,ok,,2026-06-20T19:20:49+00:00
google/gemini-3.1-pro-preview,S07,E,S07_E,1,3,3,3,2,3,3,2,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5076,185,,ok,,2026-06-20T19:20:53+00:00
google/gemini-3.1-pro-preview,S07,F,S07_F,1,3,3,3,2,3,3,3,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4918,185,,ok,,2026-06-20T19:20:56+00:00
google/gemini-3.1-pro-preview,S08,A,S08_A,1,3,3,3,2,3,3,2,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,5046,185,,ok,,2026-06-20T19:21:00+00:00
google/gemini-3.1-pro-preview,S08,B,S08_B,1,2,3,2,2,3,3,2,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5170,185,,ok,,2026-06-20T19:21:04+00:00
google/gemini-3.1-pro-preview,S08,C,S08_C,1,3,2,3,3,3,3,3,3,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5367,185,,ok,,2026-06-20T19:21:08+00:00
google/gemini-3.1-pro-preview,S08,D,S08_D,1,3,3,3,3,3,3,3,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5731,185,,ok,,2026-06-20T19:21:12+00:00
google/gemini-3.1-pro-preview,S08,E,S08_E,1,3,3,3,2,3,3,2,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4934,185,,ok,,2026-06-20T19:21:16+00:00
google/gemini-3.1-pro-preview,S08,F,S08_F,1,3,2,3,1,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5230,185,,ok,,2026-06-20T19:21:20+00:00
google/gemini-3.1-pro-preview,S09,A,S09_A,1,3,3,3,3,3,3,3,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4945,185,,ok,,2026-06-20T19:21:24+00:00
google/gemini-3.1-pro-preview,S09,B,S09_B,1,2,2,3,3,3,3,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4630,185,,ok,,2026-06-20T19:21:27+00:00
google/gemini-3.1-pro-preview,S09,C,S09_C,1,3,2,3,3,3,3,2,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4905,185,,ok,,2026-06-20T19:21:31+00:00
google/gemini-3.1-pro-preview,S09,D,S09_D,1,1,1,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5234,185,,ok,,2026-06-20T19:21:35+00:00
google/gemini-3.1-pro-preview,S09,E,S09_E,1,3,2,3,3,3,3,2,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4641,185,,ok,,2026-06-20T19:21:47+00:00
google/gemini-3.1-pro-preview,S09,F,S09_F,1,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4671,185,,ok,,2026-06-20T19:21:51+00:00
google/gemini-3.1-pro-preview,S10,A,S10_A,1,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5170,185,,ok,,2026-06-20T19:21:55+00:00
google/gemini-3.1-pro-preview,S10,B,S10_B,1,1,2,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4941,185,,ok,,2026-06-20T19:21:58+00:00
google/gemini-3.1-pro-preview,S10,C,S10_C,1,3,2,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5150,185,,ok,,2026-06-20T19:22:02+00:00
google/gemini-3.1-pro-preview,S10,D,S10_D,1,2,2,3,2,3,3,3,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5262,185,,ok,,2026-06-20T19:22:06+00:00
google/gemini-3.1-pro-preview,S10,E,S10_E,1,3,3,3,2,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5000,185,,ok,,2026-06-20T19:22:10+00:00
google/gemini-3.1-pro-preview,S10,F,S10_F,1,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5015,185,,ok,,2026-06-20T19:22:14+00:00
google/gemini-3.1-pro-preview,S01,A,S01_A,2,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5105,185,,ok,,2026-06-20T19:22:18+00:00
google/gemini-3.1-pro-preview,S01,B,S01_B,2,2,3,2,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5138,185,,ok,,2026-06-20T19:22:22+00:00
google/gemini-3.1-pro-preview,S01,C,S01_C,2,3,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5288,185,,ok,,2026-06-20T19:22:26+00:00
google/gemini-3.1-pro-preview,S01,D,S01_D,2,1,2,2,2,3,1,2,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,5288,185,,ok,,2026-06-20T19:22:30+00:00
google/gemini-3.1-pro-preview,S01,E,S01_E,2,3,3,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4920,185,,ok,,2026-06-20T19:22:33+00:00
google/gemini-3.1-pro-preview,S01,F,S01_F,2,2,3,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4910,185,,ok,,2026-06-20T19:22:37+00:00
google/gemini-3.1-pro-preview,S02,A,S02_A,2,3,3,3,3,3,3,2,2,1,3,2,3,1,deepseek-v4-flash,medium,0.01,stop,5108,185,,ok,,2026-06-20T19:22:41+00:00
google/gemini-3.1-pro-preview,S02,B,S02_B,2,3,3,3,1,3,3,3,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,4974,185,,ok,,2026-06-20T19:22:45+00:00
google/gemini-3.1-pro-preview,S02,C,S02_C,2,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4914,185,,ok,,2026-06-20T19:22:49+00:00
google/gemini-3.1-pro-preview,S02,D,S02_D,2,2,3,3,2,3,1,2,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,5344,185,,ok,,2026-06-20T19:22:53+00:00
google/gemini-3.1-pro-preview,S02,E,S02_E,2,3,3,3,2,3,3,3,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,5216,185,,ok,,2026-06-20T19:22:57+00:00
google/gemini-3.1-pro-preview,S02,F,S02_F,2,3,3,3,1,3,3,3,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,5053,185,,ok,,2026-06-20T19:23:01+00:00
google/gemini-3.1-pro-preview,S03,A,S03_A,2,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5294,185,,ok,,2026-06-20T19:23:04+00:00
google/gemini-3.1-pro-preview,S03,B,S03_B,2,3,2,3,3,3,3,1,3,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5120,185,,ok,,2026-06-20T19:23:08+00:00
google/gemini-3.1-pro-preview,S03,C,S03_C,2,3,2,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5130,185,,ok,,2026-06-20T19:23:12+00:00
google/gemini-3.1-pro-preview,S03,D,S03_D,2,1,1,3,2,3,1,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5216,185,,ok,,2026-06-20T19:23:16+00:00
google/gemini-3.1-pro-preview,S03,E,S03_E,2,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5212,185,,ok,,2026-06-20T19:23:20+00:00
google/gemini-3.1-pro-preview,S03,F,S03_F,2,3,2,3,3,3,3,1,3,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5278,185,,ok,,2026-06-20T19:23:24+00:00
google/gemini-3.1-pro-preview,S04,A,S04_A,2,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5279,185,,ok,,2026-06-20T19:23:28+00:00
google/gemini-3.1-pro-preview,S04,B,S04_B,2,2,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4964,185,,ok,,2026-06-20T19:23:32+00:00
google/gemini-3.1-pro-preview,S04,C,S04_C,2,3,3,3,3,3,3,3,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5137,185,,ok,,2026-06-20T19:23:36+00:00
google/gemini-3.1-pro-preview,S04,D,S04_D,2,3,3,3,3,3,3,3,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5346,185,,ok,,2026-06-20T19:23:40+00:00
google/gemini-3.1-pro-preview,S04,E,S04_E,2,3,3,3,3,3,3,3,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5224,185,,ok,,2026-06-20T19:23:43+00:00
google/gemini-3.1-pro-preview,S04,F,S04_F,2,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5113,185,,ok,,2026-06-20T19:23:47+00:00
google/gemini-3.1-pro-preview,S05,A,S05_A,2,3,3,3,3,3,3,3,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,5415,185,,ok,,2026-06-20T19:23:51+00:00
google/gemini-3.1-pro-preview,S05,B,S05_B,2,2,3,2,3,3,3,2,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,5151,185,,ok,,2026-06-20T19:23:55+00:00
google/gemini-3.1-pro-preview,S05,C,S05_C,2,3,3,3,3,3,3,3,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,5042,185,,ok,,2026-06-20T19:23:59+00:00
google/gemini-3.1-pro-preview,S05,D,S05_D,2,2,2,3,2,3,3,3,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,5459,185,,ok,,2026-06-20T19:24:03+00:00
google/gemini-3.1-pro-preview,S05,E,S05_E,2,3,3,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4734,185,,ok,,2026-06-20T19:24:06+00:00
google/gemini-3.1-pro-preview,S05,F,S05_F,2,2,3,3,2,3,3,2,2,1,2,2,2,1,deepseek-v4-flash,medium,0.01,stop,5088,185,,ok,,2026-06-20T19:24:10+00:00
google/gemini-3.1-pro-preview,S06,A,S06_A,2,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5030,185,,ok,,2026-06-20T19:24:14+00:00
google/gemini-3.1-pro-preview,S06,B,S06_B,2,2,3,3,2,3,3,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4883,185,,ok,,2026-06-20T19:24:18+00:00
google/gemini-3.1-pro-preview,S06,C,S06_C,2,3,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5305,185,,ok,,2026-06-20T19:24:22+00:00
google/gemini-3.1-pro-preview,S06,D,S06_D,2,2,2,3,2,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5347,185,,ok,,2026-06-20T19:24:26+00:00
google/gemini-3.1-pro-preview,S06,E,S06_E,2,3,3,3,3,3,3,3,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,4883,185,,ok,,2026-06-20T19:24:29+00:00
google/gemini-3.1-pro-preview,S06,F,S06_F,2,2,3,3,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5012,185,,ok,,2026-06-20T19:24:33+00:00
google/gemini-3.1-pro-preview,S07,A,S07_A,2,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5221,185,,ok,,2026-06-20T19:24:37+00:00
google/gemini-3.1-pro-preview,S07,B,S07_B,2,2,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5058,185,,ok,,2026-06-20T19:24:41+00:00
google/gemini-3.1-pro-preview,S07,C,S07_C,2,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5155,185,,ok,,2026-06-20T19:24:45+00:00
google/gemini-3.1-pro-preview,S07,D,S07_D,2,1,2,3,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5355,185,,ok,,2026-06-20T19:24:49+00:00
google/gemini-3.1-pro-preview,S07,E,S07_E,2,3,3,3,2,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5049,185,,ok,,2026-06-20T19:24:53+00:00
google/gemini-3.1-pro-preview,S07,F,S07_F,2,2,3,3,2,3,3,2,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,5070,185,,ok,,2026-06-20T19:24:56+00:00
google/gemini-3.1-pro-preview,S08,A,S08_A,2,3,3,3,2,3,3,3,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,5145,185,,ok,,2026-06-20T19:25:00+00:00
google/gemini-3.1-pro-preview,S08,B,S08_B,2,2,2,2,2,3,3,3,3,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,5135,185,,ok,,2026-06-20T19:25:04+00:00
google/gemini-3.1-pro-preview,S08,C,S08_C,2,3,2,3,3,3,3,3,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5373,185,,ok,,2026-06-20T19:25:08+00:00
google/gemini-3.1-pro-preview,S08,D,S08_D,2,3,3,3,3,3,3,1,3,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5724,185,,ok,,2026-06-20T19:25:12+00:00
google/gemini-3.1-pro-preview,S08,E,S08_E,2,3,3,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4931,185,,ok,,2026-06-20T19:25:16+00:00
google/gemini-3.1-pro-preview,S08,F,S08_F,2,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5264,185,,ok,,2026-06-20T19:25:20+00:00
google/gemini-3.1-pro-preview,S09,A,S09_A,2,3,3,3,3,3,3,3,2,1,3,2,3,1,deepseek-v4-flash,medium,0.01,stop,4964,185,,ok,,2026-06-20T19:25:23+00:00
google/gemini-3.1-pro-preview,S09,B,S09_B,2,1,2,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4646,185,,ok,,2026-06-20T19:25:27+00:00
google/gemini-3.1-pro-preview,S09,C,S09_C,2,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4985,185,,ok,,2026-06-20T19:25:31+00:00
google/gemini-3.1-pro-preview,S09,D,S09_D,2,1,1,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5235,185,,ok,,2026-06-20T19:25:35+00:00
google/gemini-3.1-pro-preview,S09,E,S09_E,2,3,1,3,3,3,3,1,2,1,2,2,3,1,deepseek-v4-flash,medium,0.01,stop,4637,185,,ok,,2026-06-20T19:25:38+00:00
google/gemini-3.1-pro-preview,S09,F,S09_F,2,3,2,3,3,3,3,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4821,185,,ok,,2026-06-20T19:25:42+00:00
google/gemini-3.1-pro-preview,S10,A,S10_A,2,3,3,3,3,3,3,1,2,1,3,3,3,1,deepseek-v4-flash,medium,0.01,stop,5210,185,,ok,,2026-06-20T19:25:46+00:00
google/gemini-3.1-pro-preview,S10,B,S10_B,2,1,2,3,3,3,1,1,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4809,185,,ok,,2026-06-20T19:25:50+00:00
google/gemini-3.1-pro-preview,S10,C,S10_C,2,3,2,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5268,185,,ok,,2026-06-20T19:25:54+00:00
google/gemini-3.1-pro-preview,S10,D,S10_D,2,1,2,3,2,3,1,2,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5304,185,,ok,,2026-06-20T19:25:58+00:00
google/gemini-3.1-pro-preview,S10,E,S10_E,2,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4985,185,,ok,,2026-06-20T19:26:02+00:00
google/gemini-3.1-pro-preview,S10,F,S10_F,2,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5184,185,,ok,,2026-06-20T19:26:06+00:00
google/gemini-3.1-pro-preview,S01,A,S01_A,3,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,5077,185,,ok,,2026-06-20T19:26:09+00:00
google/gemini-3.1-pro-preview,S01,B,S01_B,3,3,3,2,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,5072,185,,ok,,2026-06-20T19:26:13+00:00
google/gemini-3.1-pro-preview,S01,C,S01_C,3,3,3,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,5279,185,,ok,,2026-06-20T19:26:17+00:00
google/gemini-3.1-pro-preview,S01,D,S01_D,3,2,3,2,2,3,1,2,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,5197,185,,ok,,2026-06-20T19:26:22+00:00
google/gemini-3.1-pro-preview,S01,E,S01_E,3,3,3,3,3,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,5031,185,,ok,,2026-06-20T19:26:26+00:00
google/gemini-3.1-pro-preview,S01,F,S01_F,3,3,3,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4927,185,,ok,,2026-06-20T19:26:30+00:00
google/gemini-3.1-pro-preview,S02,A,S02_A,3,3,3,3,1,3,3,3,2,1,3,3,3,1,deepseek-v4-flash,medium,0.01,stop,5163,185,,ok,,2026-06-20T19:26:34+00:00
google/gemini-3.1-pro-preview,S02,B,S02_B,3,3,3,3,1,3,3,1,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,5044,185,,ok,,2026-06-20T19:26:37+00:00
google/gemini-3.1-pro-preview,S02,C,S02_C,3,3,3,3,3,3,3,3,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4873,185,,ok,,2026-06-20T19:26:41+00:00
google/gemini-3.1-pro-preview,S02,D,S02_D,3,3,3,3,2,3,3,2,3,1,2,3,1,1,deepseek-v4-flash,medium,0.01,stop,5204,185,,ok,,2026-06-20T19:26:45+00:00
google/gemini-3.1-pro-preview,S02,E,S02_E,3,3,3,3,2,3,3,3,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,5010,185,,ok,,2026-06-20T19:26:49+00:00
google/gemini-3.1-pro-preview,S02,F,S02_F,3,3,3,3,1,3,3,3,2,1,3,3,3,1,deepseek-v4-flash,medium,0.01,stop,5090,185,,ok,,2026-06-20T19:26:53+00:00
