model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
qwen/qwen3.5-397b-a17b,4,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,4,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,5,1,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,2,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,3,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,4,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,5,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,6,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,7,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,8,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,9,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,5,10,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,6,1,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,2,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,6,3,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,4,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,5,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,6,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,7,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,8,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,9,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,6,10,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,7,1,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,2,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,3,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,4,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,5,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,6,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,7,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,8,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,9,3,3,3,Agreeableness,+
qwen/qwen3.5-397b-a17b,7,10,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,8,1,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,2,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,3,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,4,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,5,2,2,4,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,6,2,2,4,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,7,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,8,2,2,4,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,9,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,8,10,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,9,1,4,4,4,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,2,4,4,4,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,3,3,3,3,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,4,3,3,3,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,5,4,4,4,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,6,4,4,4,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,7,4,4,4,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,8,3,3,3,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,9,4,4,4,Emotional Stability,+
qwen/qwen3.5-397b-a17b,9,10,3,3,3,Emotional Stability,+
qwen/qwen3.5-397b-a17b,10,1,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,2,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,3,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,4,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,5,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,6,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,7,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,8,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,9,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,10,10,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,11,1,5,5,5,Extraversion,+
qwen/qwen3.5-397b-a17b,11,2,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,11,3,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,11,4,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,11,5,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,11,6,5,5,5,Extraversion,+
qwen/qwen3.5-397b-a17b,11,7,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,11,8,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,11,9,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,11,10,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,12,1,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,2,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,3,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,4,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,5,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,6,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,7,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,8,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,9,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,12,10,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,13,1,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,2,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,3,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,4,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,5,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,6,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,7,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,8,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,9,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,13,10,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,14,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,14,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,15,1,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,2,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,3,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,4,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,5,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,6,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,7,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,8,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,9,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,15,10,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,16,1,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,2,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,3,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,4,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,5,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,6,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,7,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,8,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,9,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,16,10,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,17,1,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,2,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,3,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,4,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,5,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,6,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,7,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,8,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,9,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,17,10,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,18,1,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,2,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,3,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,4,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,5,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,6,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,7,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,8,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,9,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,18,10,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,19,1,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,2,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,3,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,4,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,5,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,6,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,7,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,8,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,9,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,19,10,5,5,5,Emotional Stability,+
qwen/qwen3.5-397b-a17b,20,1,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,2,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,3,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,4,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,5,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,6,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,7,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,8,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,9,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,20,10,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,21,1,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,21,2,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,21,3,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,21,4,2,2,2,Extraversion,+
qwen/qwen3.5-397b-a17b,21,5,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,21,6,2,2,2,Extraversion,+
qwen/qwen3.5-397b-a17b,21,7,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,21,8,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,21,9,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,21,10,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,22,1,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,2,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,3,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,4,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,5,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,6,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,7,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,8,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,9,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,22,10,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,23,1,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,2,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,3,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,4,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,5,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,6,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,7,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,8,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,9,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,23,10,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,24,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,24,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,25,1,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,2,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,3,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,4,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,5,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,6,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,7,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,8,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,9,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,25,10,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,26,1,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,26,2,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,26,3,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,26,4,2,2,4,Extraversion,-
qwen/qwen3.5-397b-a17b,26,5,2,2,4,Extraversion,-
qwen/qwen3.5-397b-a17b,26,6,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,26,7,2,2,4,Extraversion,-
qwen/qwen3.5-397b-a17b,26,8,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,26,9,2,2,4,Extraversion,-
qwen/qwen3.5-397b-a17b,26,10,1,1,5,Extraversion,-
qwen/qwen3.5-397b-a17b,27,1,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,2,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,3,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,4,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,5,3,3,3,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,6,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,7,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,8,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,9,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,27,10,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,28,1,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,2,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,3,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,4,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,5,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,6,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,7,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,8,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,9,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,28,10,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,29,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,29,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,30,1,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,2,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,3,2,2,4,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,4,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,5,2,2,4,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,6,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,7,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,8,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,9,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,30,10,1,1,5,Intellect/Openness,-
qwen/qwen3.5-397b-a17b,31,1,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,2,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,3,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,4,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,5,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,6,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,31,7,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,8,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,9,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,31,10,1,1,1,Extraversion,+
qwen/qwen3.5-397b-a17b,32,1,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,2,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,3,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,4,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,5,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,6,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,7,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,8,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,9,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,32,10,1,1,5,Agreeableness,-
qwen/qwen3.5-397b-a17b,33,1,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,2,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,3,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,4,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,5,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,6,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,7,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,8,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,9,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,33,10,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,34,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,34,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,35,1,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,2,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,3,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,4,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,5,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,6,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,7,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,8,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,9,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,35,10,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,36,1,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,36,2,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,36,3,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,36,4,5,5,1,Extraversion,-
qwen/qwen3.5-397b-a17b,36,5,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,36,6,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,36,7,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,36,8,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,36,9,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,36,10,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,37,1,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,2,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,3,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,4,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,5,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,6,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,7,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,8,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,9,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,37,10,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,38,1,1,1,5,Conscientiousness,-
