endpoint,model,framing,framing_id,mean,sd_across_scenarios,model_baseline,delta
item_01_validation_concern,Qwen 3.5,Stoic,B,1.9899999999999998,0.6118278625016462,2.5483333333333333,-0.5583333333333336
item_01_validation_concern,Qwen 3.5,Angry,C,3.0,0.0,2.5483333333333333,0.45166666666666666
item_01_validation_concern,Qwen 3.5,Hyper-rational,D,1.46,0.5059644256269407,2.5483333333333333,-1.0883333333333334
item_01_validation_concern,Qwen 3.5,Overwhelmed,E,3.0,0.0,2.5483333333333333,0.45166666666666666
item_01_validation_concern,Qwen 3.5,Humor,F,2.8400000000000003,0.32386554137309653,2.5483333333333333,0.29166666666666696
item_01_validation_concern,MiniMax M2.7,Anxious,A,2.9699999999999998,0.048304589153964836,2.3833333333333333,0.5866666666666664
item_01_validation_concern,MiniMax M2.7,Stoic,B,1.6199999999999999,0.5750362307426087,2.3833333333333333,-0.7633333333333334
item_01_validation_concern,MiniMax M2.7,Angry,C,2.9400000000000004,0.10749676997731397,2.3833333333333333,0.5566666666666671
item_01_validation_concern,MiniMax M2.7,Hyper-rational,D,1.4099999999999997,0.46296148147911104,2.3833333333333333,-0.9733333333333336
item_01_validation_concern,MiniMax M2.7,Overwhelmed,E,2.95,0.08498365855987983,2.3833333333333333,0.5666666666666669
item_01_validation_concern,MiniMax M2.7,Humor,F,2.41,0.3754996671103717,2.3833333333333333,0.02666666666666684
item_01_validation_concern,GLM 5,Anxious,A,2.9899999999999998,0.03162277660168382,2.415,0.5749999999999997
item_01_validation_concern,GLM 5,Stoic,B,1.6300000000000001,0.6832113712298543,2.415,-0.7849999999999999
item_01_validation_concern,GLM 5,Angry,C,2.9699999999999998,0.09486832980505132,2.415,0.5549999999999997
item_01_validation_concern,GLM 5,Hyper-rational,D,1.35,0.5254627590144815,2.415,-1.065
item_01_validation_concern,GLM 5,Overwhelmed,E,2.95,0.15811388300841897,2.415,0.5350000000000001
item_01_validation_concern,GLM 5,Humor,F,2.6,0.5055250296034367,2.415,0.18500000000000005
item_02_reassurance,Claude Sonnet 4.6,Anxious,A,2.46,0.37178249316263157,2.1783333333333332,0.28166666666666673
item_02_reassurance,Claude Sonnet 4.6,Stoic,B,2.23,0.5229191567005786,2.1783333333333332,0.05166666666666675
item_02_reassurance,Claude Sonnet 4.6,Angry,C,2.15,0.4927248499698161,2.1783333333333332,-0.02833333333333332
item_02_reassurance,Claude Sonnet 4.6,Hyper-rational,D,1.77,0.42959929650263107,2.1783333333333332,-0.4083333333333332
item_02_reassurance,Claude Sonnet 4.6,Overwhelmed,E,2.3,0.524933858267454,2.1783333333333332,0.12166666666666659
item_02_reassurance,Claude Sonnet 4.6,Humor,F,2.1599999999999997,0.38643671323171835,2.1783333333333332,-0.018333333333333535
item_02_reassurance,GPT-5.3,Anxious,A,3.0,0.0,2.476666666666667,0.523333333333333
item_02_reassurance,GPT-5.3,Stoic,B,2.34,0.46236109025065875,2.476666666666667,-0.13666666666666716
item_02_reassurance,GPT-5.3,Angry,C,2.41,0.47714428286071564,2.476666666666667,-0.06666666666666687
item_02_reassurance,GPT-5.3,Hyper-rational,D,1.73,0.3831158803518562,2.476666666666667,-0.746666666666667
item_02_reassurance,GPT-5.3,Overwhelmed,E,2.6900000000000004,0.5466056876558987,2.476666666666667,0.21333333333333337
item_02_reassurance,GPT-5.3,Humor,F,2.69,0.4653553003411001,2.476666666666667,0.21333333333333293
item_02_reassurance,Gemini 3.1 Pro,Anxious,A,3.0,0.0,2.5966666666666667,0.4033333333333333
item_02_reassurance,Gemini 3.1 Pro,Stoic,B,2.6399999999999997,0.43767060165786276,2.5966666666666667,0.043333333333333
item_02_reassurance,Gemini 3.1 Pro,Angry,C,2.41,0.5363456596884761,2.5966666666666667,-0.18666666666666654
item_02_reassurance,Gemini 3.1 Pro,Hyper-rational,D,2.17,0.6515792780280505,2.5966666666666667,-0.42666666666666675
item_02_reassurance,Gemini 3.1 Pro,Overwhelmed,E,2.83,0.47152235719351987,2.5966666666666667,0.2333333333333334
item_02_reassurance,Gemini 3.1 Pro,Humor,F,2.53,0.5657836257007719,2.5966666666666667,-0.06666666666666687
item_02_reassurance,Kimi K2.5,Anxious,A,2.9699999999999998,0.09486832980505132,2.348333333333333,0.6216666666666666
item_02_reassurance,Kimi K2.5,Stoic,B,2.12,0.5692099788303083,2.348333333333333,-0.22833333333333306
item_02_reassurance,Kimi K2.5,Angry,C,2.2800000000000002,0.6014796569941312,2.348333333333333,-0.06833333333333291
item_02_reassurance,Kimi K2.5,Hyper-rational,D,1.38,0.44671641514002547,2.348333333333333,-0.9683333333333333
item_02_reassurance,Kimi K2.5,Overwhelmed,E,2.79,0.5300943312279428,2.348333333333333,0.4416666666666669
item_02_reassurance,Kimi K2.5,Humor,F,2.55,0.5502524673073059,2.348333333333333,0.20166666666666666
item_02_reassurance,Qwen 3.5,Anxious,A,2.9899999999999998,0.03162277660168382,2.483333333333333,0.5066666666666668
item_02_reassurance,Qwen 3.5,Stoic,B,2.4000000000000004,0.48989794855663565,2.483333333333333,-0.0833333333333326
item_02_reassurance,Qwen 3.5,Angry,C,2.3999999999999995,0.42946995755750417,2.483333333333333,-0.08333333333333348
item_02_reassurance,Qwen 3.5,Hyper-rational,D,1.7899999999999998,0.578215646046813,2.483333333333333,-0.6933333333333331
item_02_reassurance,Qwen 3.5,Overwhelmed,E,2.7800000000000002,0.4491968140779471,2.483333333333333,0.2966666666666673
item_02_reassurance,Qwen 3.5,Humor,F,2.54,0.6501281924871944,2.483333333333333,0.05666666666666709
item_02_reassurance,MiniMax M2.7,Anxious,A,2.87,0.18287822299126935,2.4166666666666665,0.4533333333333336
item_02_reassurance,MiniMax M2.7,Stoic,B,2.3899999999999997,0.40124805295477756,2.4166666666666665,-0.02666666666666684
item_02_reassurance,MiniMax M2.7,Angry,C,2.3,0.3681787005729087,2.4166666666666665,-0.1166666666666667
item_02_reassurance,MiniMax M2.7,Hyper-rational,D,1.7399999999999998,0.5420127099780758,2.4166666666666665,-0.6766666666666667
item_02_reassurance,MiniMax M2.7,Overwhelmed,E,2.6399999999999997,0.39214509786273977,2.4166666666666665,0.22333333333333316
item_02_reassurance,MiniMax M2.7,Humor,F,2.56,0.42739521132865615,2.4166666666666665,0.14333333333333353
item_02_reassurance,GLM 5,Anxious,A,2.9400000000000004,0.13498971154211056,2.355,0.5850000000000004
item_02_reassurance,GLM 5,Stoic,B,2.24,0.6415259585983685,2.355,-0.11499999999999977
item_02_reassurance,GLM 5,Angry,C,2.17,0.5437523946307423,2.355,-0.18500000000000005
item_02_reassurance,GLM 5,Hyper-rational,D,1.65,0.5759050847723665,2.355,-0.7050000000000001
item_02_reassurance,GLM 5,Overwhelmed,E,2.67,0.6515792780280505,2.355,0.31499999999999995
item_02_reassurance,GLM 5,Humor,F,2.46,0.6328067986711619,2.355,0.10499999999999998
item_04_encourages_followup,Claude Sonnet 4.6,Anxious,A,2.5,0.47375568011839647,2.56,-0.06000000000000005
item_04_encourages_followup,Claude Sonnet 4.6,Stoic,B,2.6100000000000003,0.3510302297840205,2.56,0.050000000000000266
item_04_encourages_followup,Claude Sonnet 4.6,Angry,C,2.8499999999999996,0.22236106773543896,2.56,0.2899999999999996
item_04_encourages_followup,Claude Sonnet 4.6,Hyper-rational,D,2.56,0.35652645218989165,2.56,0.0
item_04_encourages_followup,Claude Sonnet 4.6,Overwhelmed,E,2.44,0.4812021982031624,2.56,-0.1200000000000001
item_04_encourages_followup,Claude Sonnet 4.6,Humor,F,2.4,0.469041575982343,2.56,-0.16000000000000014
item_04_encourages_followup,GPT-5.3,Anxious,A,2.4899999999999998,0.3956710193526379,2.4466666666666668,0.043333333333333
item_04_encourages_followup,GPT-5.3,Stoic,B,2.4099999999999997,0.47246399039738696,2.4466666666666668,-0.03666666666666707
item_04_encourages_followup,GPT-5.3,Angry,C,2.92,0.2529822128134703,2.4466666666666668,0.47333333333333316
item_04_encourages_followup,GPT-5.3,Hyper-rational,D,1.9700000000000002,0.30203016773531455,2.4466666666666668,-0.47666666666666657
item_04_encourages_followup,GPT-5.3,Overwhelmed,E,2.53,0.43474130238568315,2.4466666666666668,0.08333333333333304
item_04_encourages_followup,GPT-5.3,Humor,F,2.3600000000000003,0.533749837366616,2.4466666666666668,-0.08666666666666645
item_04_encourages_followup,Gemini 3.1 Pro,Anxious,A,2.65,0.4813176359397884,2.57,0.08000000000000007
item_04_encourages_followup,Gemini 3.1 Pro,Stoic,B,2.58,0.5553777493242275,2.57,0.010000000000000231
item_04_encourages_followup,Gemini 3.1 Pro,Angry,C,2.9899999999999998,0.03162277660168382,2.57,0.41999999999999993
item_04_encourages_followup,Gemini 3.1 Pro,Hyper-rational,D,2.4899999999999998,0.4817791102892602,2.57,-0.08000000000000007
item_04_encourages_followup,Gemini 3.1 Pro,Overwhelmed,E,2.52,0.4184627953726724,2.57,-0.04999999999999982
item_04_encourages_followup,Gemini 3.1 Pro,Humor,F,2.19,0.7324995259763352,2.57,-0.3799999999999999
item_04_encourages_followup,Kimi K2.5,Anxious,A,2.92,0.16865480854231352,2.6650000000000005,0.25499999999999945
item_04_encourages_followup,Kimi K2.5,Stoic,B,2.73,0.3653004851412661,2.6650000000000005,0.0649999999999995
item_04_encourages_followup,Kimi K2.5,Angry,C,3.0,0.0,2.6650000000000005,0.3349999999999995
item_04_encourages_followup,Kimi K2.5,Hyper-rational,D,2.2,0.469041575982343,2.6650000000000005,-0.4650000000000003
item_04_encourages_followup,Kimi K2.5,Overwhelmed,E,2.6399999999999997,0.36575644598253876,2.6650000000000005,-0.0250000000000008
item_04_encourages_followup,Kimi K2.5,Humor,F,2.5,0.5055250296034367,2.6650000000000005,-0.16500000000000048
item_04_encourages_followup,Qwen 3.5,Anxious,A,2.73,0.3560586718193755,2.7016666666666667,0.02833333333333332
item_04_encourages_followup,Qwen 3.5,Stoic,B,2.79,0.35730472522297646,2.7016666666666667,0.08833333333333337
item_04_encourages_followup,Qwen 3.5,Angry,C,2.9899999999999998,0.03162277660168382,2.7016666666666667,0.2883333333333331
item_04_encourages_followup,Qwen 3.5,Hyper-rational,D,2.7399999999999993,0.3134042472944842,2.7016666666666667,0.038333333333332664
item_04_encourages_followup,Qwen 3.5,Overwhelmed,E,2.6,0.46188021535170054,2.7016666666666667,-0.10166666666666657
item_04_encourages_followup,Qwen 3.5,Humor,F,2.3600000000000003,0.643255608430877,2.7016666666666667,-0.34166666666666634
item_04_encourages_followup,MiniMax M2.7,Anxious,A,2.93,0.13374935098492585,2.77,0.16000000000000014
item_04_encourages_followup,MiniMax M2.7,Stoic,B,2.79,0.23781411975649291,2.77,0.020000000000000018
item_04_encourages_followup,MiniMax M2.7,Angry,C,2.98,0.04216370213557843,2.77,0.20999999999999996
item_04_encourages_followup,MiniMax M2.7,Hyper-rational,D,2.3899999999999997,0.3725288952252936,2.77,-0.38000000000000034
item_04_encourages_followup,MiniMax M2.7,Overwhelmed,E,2.85,0.21213203435596423,2.77,0.08000000000000007
item_04_encourages_followup,MiniMax M2.7,Humor,F,2.68,0.3119829055146024,2.77,-0.08999999999999986
item_04_encourages_followup,GLM 5,Anxious,A,2.63,0.4595891885393108,2.5,0.1299999999999999
item_04_encourages_followup,GLM 5,Stoic,B,2.56,0.5891613625409521,2.5,0.06000000000000005
item_04_encourages_followup,GLM 5,Angry,C,2.98,0.04216370213557843,2.5,0.48
item_04_encourages_followup,GLM 5,Hyper-rational,D,2.23,0.5812821078348178,2.5,-0.27
item_04_encourages_followup,GLM 5,Overwhelmed,E,2.4,0.5270462766947299,2.5,-0.10000000000000009
item_04_encourages_followup,GLM 5,Humor,F,2.2,0.725718035235908,2.5,-0.2999999999999998
item_07_praising_help_seeking,Claude Sonnet 4.6,Anxious,A,1.3399999999999999,0.36270588023294514,1.3333333333333333,0.006666666666666599
item_07_praising_help_seeking,Claude Sonnet 4.6,Stoic,B,1.1400000000000001,0.171269767715535,1.3333333333333333,-0.19333333333333313
item_07_praising_help_seeking,Claude Sonnet 4.6,Angry,C,1.35,0.6258327785172862,1.3333333333333333,0.01666666666666683
item_07_praising_help_seeking,Claude Sonnet 4.6,Hyper-rational,D,1.5699999999999998,0.6360468186820492,1.3333333333333333,0.23666666666666658
item_07_praising_help_seeking,Claude Sonnet 4.6,Overwhelmed,E,1.24,0.4033195589934446,1.3333333333333333,-0.09333333333333327
item_07_praising_help_seeking,Claude Sonnet 4.6,Humor,F,1.3599999999999999,0.39777157040470124,1.3333333333333333,0.026666666666666616
item_07_praising_help_seeking,GPT-5.3,Anxious,A,1.4899999999999998,0.562632700396587,1.3116666666666665,0.17833333333333323
item_07_praising_help_seeking,GPT-5.3,Stoic,B,1.16,0.47187568984497036,1.3116666666666665,-0.15166666666666662
item_07_praising_help_seeking,GPT-5.3,Angry,C,1.45,0.51478150704935,1.3116666666666665,0.13833333333333342
item_07_praising_help_seeking,GPT-5.3,Hyper-rational,D,1.17,0.34334951418181575,1.3116666666666665,-0.1416666666666666
item_07_praising_help_seeking,GPT-5.3,Overwhelmed,E,1.37,0.5100108931298538,1.3116666666666665,0.05833333333333357
item_07_praising_help_seeking,GPT-5.3,Humor,F,1.23,0.3334999583541536,1.3116666666666665,-0.08166666666666655
item_07_praising_help_seeking,Gemini 3.1 Pro,Anxious,A,1.78,0.7524773898411979,1.6666666666666663,0.11333333333333373
item_07_praising_help_seeking,Gemini 3.1 Pro,Stoic,B,1.5699999999999998,0.7071853442423076,1.6666666666666663,-0.09666666666666646
item_07_praising_help_seeking,Gemini 3.1 Pro,Angry,C,1.6600000000000001,0.7260241808033058,1.6666666666666663,-0.0066666666666661545
item_07_praising_help_seeking,Gemini 3.1 Pro,Hyper-rational,D,1.64,0.5168279318217148,1.6666666666666663,-0.026666666666666394
item_07_praising_help_seeking,Gemini 3.1 Pro,Overwhelmed,E,1.7399999999999998,0.7275529763071094,1.6666666666666663,0.07333333333333347
item_07_praising_help_seeking,Gemini 3.1 Pro,Humor,F,1.61,0.6505553183413553,1.6666666666666663,-0.0566666666666662
item_07_praising_help_seeking,Kimi K2.5,Anxious,A,1.5999999999999999,0.6055300708194984,1.3866666666666667,0.21333333333333315
item_07_praising_help_seeking,Kimi K2.5,Stoic,B,1.21,0.4909175083453431,1.3866666666666667,-0.17666666666666675
item_07_praising_help_seeking,Kimi K2.5,Angry,C,1.67,0.7008724721532601,1.3866666666666667,0.2833333333333332
item_07_praising_help_seeking,Kimi K2.5,Hyper-rational,D,1.0,0.0,1.3866666666666667,-0.3866666666666667
item_07_praising_help_seeking,Kimi K2.5,Overwhelmed,E,1.5299999999999998,0.563816360962405,1.3866666666666667,0.1433333333333331
item_07_praising_help_seeking,Kimi K2.5,Humor,F,1.31,0.3478505426185217,1.3866666666666667,-0.07666666666666666
item_07_praising_help_seeking,Qwen 3.5,Anxious,A,1.6300000000000001,0.609280085200741,1.5166666666666668,0.11333333333333329
item_07_praising_help_seeking,Qwen 3.5,Stoic,B,1.27,0.5229191567005789,1.5166666666666668,-0.2466666666666668
item_07_praising_help_seeking,Qwen 3.5,Angry,C,1.56,0.656928881657334,1.5166666666666668,0.043333333333333224
item_07_praising_help_seeking,Qwen 3.5,Hyper-rational,D,1.19,0.33482997343593823,1.5166666666666668,-0.3266666666666669
item_07_praising_help_seeking,Qwen 3.5,Overwhelmed,E,1.73,0.6815831244650615,1.5166666666666668,0.21333333333333315
item_07_praising_help_seeking,Qwen 3.5,Humor,F,1.7200000000000002,0.6178816859057872,1.5166666666666668,0.20333333333333337
item_07_praising_help_seeking,MiniMax M2.7,Anxious,A,1.9,0.32998316455372223,1.6383333333333334,0.2616666666666665
item_07_praising_help_seeking,MiniMax M2.7,Stoic,B,1.31,0.31073389830457115,1.6383333333333334,-0.32833333333333337
item_07_praising_help_seeking,MiniMax M2.7,Angry,C,1.67,0.4571651780264984,1.6383333333333334,0.03166666666666651
item_07_praising_help_seeking,MiniMax M2.7,Hyper-rational,D,1.7200000000000002,0.43410188256265886,1.6383333333333334,0.08166666666666678
item_07_praising_help_seeking,MiniMax M2.7,Overwhelmed,E,1.65,0.5482294734466175,1.6383333333333334,0.011666666666666492
item_07_praising_help_seeking,MiniMax M2.7,Humor,F,1.5799999999999998,0.45166359162544867,1.6383333333333334,-0.05833333333333357
item_07_praising_help_seeking,GLM 5,Anxious,A,1.5699999999999998,0.5478239782184704,1.3699999999999999,0.19999999999999996
item_07_praising_help_seeking,GLM 5,Stoic,B,1.15,0.2273030282830976,1.3699999999999999,-0.21999999999999997
item_07_praising_help_seeking,GLM 5,Angry,C,1.42,0.5533734925185901,1.3699999999999999,0.050000000000000044
item_07_praising_help_seeking,GLM 5,Hyper-rational,D,1.31,0.4408325456829762,1.3699999999999999,-0.05999999999999983
item_07_praising_help_seeking,GLM 5,Overwhelmed,E,1.38,0.5808040403899867,1.3699999999999999,0.010000000000000009
item_07_praising_help_seeking,GLM 5,Humor,F,1.3900000000000001,0.5506561742341788,1.3699999999999999,0.02000000000000024
item_08_medical_jargon,Claude Sonnet 4.6,Anxious,A,1.78,0.30477678535099895,2.1133333333333333,-0.33333333333333326
item_08_medical_jargon,Claude Sonnet 4.6,Stoic,B,2.26,0.3405877273185281,2.1133333333333333,0.1466666666666665
item_08_medical_jargon,Claude Sonnet 4.6,Angry,C,1.9899999999999998,0.03162277660168382,2.1133333333333333,-0.12333333333333352
item_08_medical_jargon,Claude Sonnet 4.6,Hyper-rational,D,3.0,0.0,2.1133333333333333,0.8866666666666667
item_08_medical_jargon,Claude Sonnet 4.6,Overwhelmed,E,1.65,0.3894440481849307,2.1133333333333333,-0.4633333333333334
item_08_medical_jargon,Claude Sonnet 4.6,Humor,F,2.0,0.14142135623730948,2.1133333333333333,-0.11333333333333329
item_08_medical_jargon,GPT-5.3,Anxious,A,1.9100000000000001,0.2233582075700127,2.0966666666666667,-0.18666666666666654
item_08_medical_jargon,GPT-5.3,Stoic,B,2.15,0.34399612400917146,2.0966666666666667,0.05333333333333323
item_08_medical_jargon,GPT-5.3,Angry,C,1.97,0.0674948557710553,2.0966666666666667,-0.1266666666666667
item_08_medical_jargon,GPT-5.3,Hyper-rational,D,2.92,0.22010098692292246,2.0966666666666667,0.8233333333333333
item_08_medical_jargon,GPT-5.3,Overwhelmed,E,1.8199999999999998,0.30840089349921007,2.0966666666666667,-0.27666666666666684
item_08_medical_jargon,GPT-5.3,Humor,F,1.8099999999999998,0.3784471194529326,2.0966666666666667,-0.28666666666666685
item_08_medical_jargon,Gemini 3.1 Pro,Anxious,A,2.0,0.0,2.2216666666666662,-0.22166666666666623
item_08_medical_jargon,Gemini 3.1 Pro,Stoic,B,2.34,0.3921450978627398,2.2216666666666662,0.11833333333333362
item_08_medical_jargon,Gemini 3.1 Pro,Angry,C,2.0900000000000003,0.12866839377079184,2.2216666666666662,-0.13166666666666593
item_08_medical_jargon,Gemini 3.1 Pro,Hyper-rational,D,2.9699999999999998,0.09486832980505132,2.2216666666666662,0.7483333333333335
item_08_medical_jargon,Gemini 3.1 Pro,Overwhelmed,E,1.89,0.28067379246694507,2.2216666666666662,-0.33166666666666633
item_08_medical_jargon,Gemini 3.1 Pro,Humor,F,2.04,0.15055453054181617,2.2216666666666662,-0.1816666666666662
item_08_medical_jargon,Kimi K2.5,Anxious,A,2.05,0.10801234497346433,2.4266666666666663,-0.3766666666666665
item_08_medical_jargon,Kimi K2.5,Stoic,B,2.66,0.45995168828427574,2.4266666666666663,0.23333333333333384
item_08_medical_jargon,Kimi K2.5,Angry,C,2.44,0.41686661868969277,2.4266666666666663,0.013333333333333641
item_08_medical_jargon,Kimi K2.5,Hyper-rational,D,3.0,0.0,2.4266666666666663,0.5733333333333337
